Examination,Date,Question Number,Question Type,Standard,Cluster,Domain,Scoring Key,1,2,3,4,Blank,Question,Percentage Correct,Standard.Cluster,Question Text
Algebra I,June '18,15,MC,N-Q,A,Quantities,1,46.62%,12.03%,23.26%,17.72%,0.37%,https://docs.google.com/document/d/1wccL7m1EkDtEnWIeAXiRWV7D_u4h3KyPSTCN74R7bCA/edit?usp=drivesdk,0.47,N-Q.A,"The Utica Boilermaker is a 15-kilometer road race. Sara is signed up to run this race and has done the following training runs: I. 10 miles II. 44,880 feet III. 15,560 yards Which run(s) are at least 15 kilometers? "
Algebra I,June '18,16,MC,F-IF,A,Interpreting Functions,3,17.98%,18.08%,45.22%,18.38%,0.34%,https://docs.google.com/document/d/1UAgC6hetPKkF-PxdcHRs3aUxvMcxj50Ho9xBZejLKeU/edit?usp=drivesdk,0.45,F-IF.A,"If f(x) = x2 + 2, which interval describes the range of this function?"
Algebra I,June '18,17,MC,A-SSE,A,Seeing Structure in Expressions,3,8.34%,36.07%,43.13%,12.29%,0.16%,https://docs.google.com/document/d/1RH6jGY5QRFytLuhaDztld1rk2CHXh2rIcSIAVkXC7S4/edit?usp=drivesdk,0.43,A-SSE.A,"The amount Mike gets paid weekly can be represented by the expression 2.50a + 290, where a is the number of cell phone accessories he sells that week. What is the constant term in this expression and what does it represent?"
Algebra I,June '18,18,MC,A-APR,B,Arithmetic with Polynomials and Rational Expressions,2,22.22%,51.60%,11.33%,14.63%,0.22%,https://docs.google.com/document/d/1zThwZY0L-wrqN7e4vUZhlHAkeLAlSajqIgXHcIOr0pY/edit?usp=drivesdk,0.52,A-APR.B,A cubic function is graphed on the set of axes below. Which function could represent this graph?
Algebra I,June '18,19,MC,A-SSE,A,Seeing Structure in Expressions,3,12.93%,16.34%,35.05%,35.32%,0.35%,https://docs.google.com/document/d/1s7wDYGQMPjT1TFna7Bk8xnoJvwgQcJ48obN25QCqwmQ/edit?usp=drivesdk,0.35,A-SSE.A,Mrs. Allard asked her students to identify which of the polynomials below are in standard form and explain why. I. 15x4-6x + 3x2-1 II. 12x3 + 8x + 4 III. 2x5 + 8x2 + 10x Which student’s response is correct?
Algebra I,June '18,20,MC,F-IF,C,Interpreting Functions,3,16.15%,30.53%,41.85%,11.20%,0.27%,https://docs.google.com/document/d/1Qe_g9BodN8YLpSkbNpVOXrAlPqZa28izGuJ4HsTmkA8/edit?usp=drivesdk,0.42,F-IF.C,Which graph does not represent a function that is always increasing over the entire interval -2 < x < 2?
Algebra I,June '18,21,MC,F-IF,B,Interpreting Functions,2,15.91%,31.27%,21.49%,30.76%,0.57%,https://docs.google.com/document/d/1UoHQJoBZ_9qK5ZXYWttsKHoOpqXo3rmUd9K8YXucaew/edit?usp=drivesdk,0.31,F-IF.B,"At an ice cream shop, the profit, P(c), is modeled by the function P(c) = 0.87c, where c represents the number of ice cream cones sold. An appropriate domain for this function is"
Algebra I,June '18,22,MC,A-REI,B,Reasoning with Equations and Inequalities,3,20.02%,22.46%,35.61%,21.58%,0.32%,https://docs.google.com/document/d/1PF8OEQUXN7vWojfiRsYHyS42Nob3cnXoSL8DbfVlWpo/edit?usp=drivesdk,0.36,A-REI.B,How many real-number solutions does 4x2 + 2x + 5 = 0 have?
Algebra I,June '18,23,MC,A-CED,A,Creating Equations,4,20.15%,36.08%,22.18%,21.21%,0.38%,https://docs.google.com/document/d/1kkFONk2-bgFqxgxQcyOuYexKfAc7n7P_P1j8RbYlyys/edit?usp=drivesdk,0.21,A-CED.A,"Students were asked to write a formula for the length of a rectangle by using the formula for its perimeter, p = 2ℓ + 2w. Three of their responses are shown below. I. ℓ = 12p - w II. ℓ = 12(p - 2w )III. ℓ = p-2w2Which responses are correct?"
Algebra I,June '18,24,MC,F-IF,A,Interpreting Functions,3,46.71%,25.83%,21.76%,5.36%,0.35%,https://docs.google.com/document/d/1IhrsQxX_kkUKSjTYS_kHY0R0jbakR8XO1BOHSGcfBoQ/edit?usp=drivesdk,0.22,F-IF.A,"If an = n(an-1) and a1 = 1, what is the value of a5?"
